bangumiTitle	aliasJp	aliasSearch
江户盗贼团五叶	さらい屋 五葉	さらい屋五葉,江户盗贼团五叶
遗迹守护者	NULL	NULL
诡水疑云	NULL	NULL
黑白无双	NULL	NULL
十万个冷笑话 第三季	NULL	NULL
东京糖衣巧克力	東京マーブルチョコレート	东京糖衣巧克力,東京マーブルチョコレート
柴犬阿旺的和式生活	しばわんこの和のこころ	柴犬阿旺的和式生活,しばわんこの和のこころ
四畳半神话大系	四畳半神話大系	四叠半神话大系,四迭半神话大系
绝对少年	NULL	NULL
湾岸午夜	NULL	NULL
机械女神J	NULL	银河醒目女
机械女神J to X	NULL	NULL
机械女神J again	NULL	NULL
机械女神R	NULL	NULL
One Off	わんおふ -one off-	One Off
海岸物语	あじむ 〜海岸物語〜	海岸物语,あじむ 〜海岸物語〜
通职者		通职者
三年E班 第二季		三年E班,黄老师
青之六号	青の6号	青の6号,青之六号
他和她的故事	彼氏彼女の事情	彼氏彼女的故事,他和她的事情
兽械争霸	NULL	NULL
背骑少女	RIDEBACK	背骑少女,RIDEBACK
BROTHERS CONFLICT OVA	BROTHERS CONFLICT OVA	
银河英雄传说 剧场版	NULL	银英,銀河英雄伝説
潜艇代号707R	NULL	NULL
旅街LateShow	旅街レイトショー	旅街LateShow,旅街レイトショー
火影忍者 疾风传	NULL	NULL
晴空战士	NULL	
快要坏掉的八音盒	こわれかけのオルゴール	快要坏掉的八音盒,こわれかけのオルゴール
亚人 -冲动-	亜人 -衝動-	亚人,亜人
魔法学园MA	まかでみ・WAっしょい!	MAGICIAN'S ACADEMY,まじしゃんず あかでみい
奔波儿灞与灞波儿奔	NULL	NULL
Gate 奇幻异世界 炎龙篇		Gate 奇幻异世界, 炎龙篇
历物语	暦物語	历物语,暦物語
京骚戏画 WEB版	京騒戯画	京骚戏画
辛普森一家 第二十六季【双语】	NULL	THE SIMPSONS
绝对无敌雷神王	絶対無敵ライジンオー	绝对无敌雷神王
绝对无敌雷神王	絶対無敵ライジンオー	绝对无敌雷神王,絶対無敵ライジンオー
革命机Valvrave	革命機ヴァルヴレイヴ	革命机,VALVRAVE,革命機ヴァルヴレイヴ
我的裘可妹妹	ちょこッとSister	我的裘可妹妹,ちょこッとSister
湘南暴走族	湘南爆走族	
永恒传说	テイルズ オブ エターニア THE ANIMATION	永恒传说,テイルズ オブ エターニア
Z计划	プランゼット	NULL
蜂蜜与四叶草	ハチミツとクローバー	蜂蜜与四叶草,ハチミツとクローバー
蜂蜜与四叶草II	ハチミツとクローバー II	ハチミツとクローバー,蜂蜜与四叶草
SHUFFLE!	SHUFFLE!	SHUFFLE!
白想这么多	NULL	NULL
吃饭睡觉打豆豆 豆特么黑	NULL	NULL
吃饭睡觉打豆豆 神经豆	NULL	NULL
侠岚·决敌篇	NULL	NULL
侠岚·凌霜篇	NULL	NULL
银河英雄传说 TV版	銀河英雄伝説	莱茵哈特,银英,銀河英雄伝説
弃宝之岛 遥与魔法镜	ホッタラケの島 〜遥と魔法の鏡〜	
创龙传	創竜伝	
奏光之Strain	奏光のストレイン	奏光之Strain,奏光のストレイン
老虎和兔子	TIGER &  BUNNY	基友英雄传,老虎和兔子,TIGER＆BUNNY
西方善魔女	西の善き魔女 Astraea Testament	西方善魔女,西の善き魔女
夏娃的时间	イヴの時間	夏娃的时间,イヴの時間,Time of Eve
青之文学	青い文学シリーズ	青之文学,青い文学シリーズ
急救超人兵团	住めば都のコスモス荘  すっとこ大戦ドッコイダー	
虫之歌	ムシウタ	虫之歌,ムシウタ
佝偻猫 第一季	くるねこ	
佝偻猫 第二季	くるねこ Season2	
千岁 Get You!!	ちとせげっちゅ!!	千岁 Get You!!,ちとせげっちゅ!!
同人WORK	ドージンワーク	
泰坦尼亚	TYTANIA -タイタニア-	
辛普森一家 第二十七季	NULL	NULL
道子与哈金	ミチコとハッチン	道子与哈金,ミチコとハッチン,道子与花儿
龙之界点	ドラゴンクライシス!	龙之界点,ドラゴンクライシス!,Dragon Crisis!
这丑陋又美丽的世界	この醜くも美しい世界	这丑陋又美丽的世界,この醜くも美しい世界
怪谈餐厅	怪談レストラン	怪谈餐厅,怪谈餐馆,怪談レストラン
破刃之剑	ブレイク ブレイド	
境界的彼方	境界の彼方	境界的彼方,境彼,境界の彼方
境界的彼方 -I'LL BE HERE- 过去篇	境界の彼方 -I'LL BE HERE- 過去篇	境界的彼方 剧场版,境界的彼方 过去篇
段子狗日记		段子狗日记
南方公园 第七季		SOUTHPARK
爆蛋晶英	NULL	NULL
狱・再见绝望先生	獄・さよなら絶望先生	獄・さよなら絶望先生,狱・再见绝望先生
南方公园 第十一季	NULL	SOUTHPARK
短暂和平	SHORT PEACE	
魍魉之匣	魍魎の匣	魍魉之匣,魍魎の匣
她与她的猫	彼女と彼女の猫 -Everything Flows-	她与她的猫,她和她的猫
薄樱鬼 御伽草子	NULL	NULL
飞天小女警 第一季	NULL	NULL
飞天小女警 第二季	NULL	NULL
飞天小女警 第三季	NULL	NULL
飞天小女警 第四季	NULL	NULL
飞天小女警 第五季	NULL	NULL
飞天小女警 第六季	NULL	NULL
飞天小女警 特集 世界之钥	NULL	NULL
噬神者 SP	ゴッドイーター	噬神者,GE,GOD EATER ,ゴッドイーター
We Bare Bears 咱们裸熊 第二季	NULL	We Bare Bears
×××HOLiC·继		×××HOLiC,×××HOLiC 継
×××HOLiC·春梦记	×××HOLiC·春夢記	×××HOLiC,×××HOLiC 春梦记
×××HOLiC·笼	×××HOLiC・籠	×××HOLiC,×××HOLiC 笼
×××HOLiC·笼 徒梦	×××HOLiC・籠 あだゆめ	×××HOLiC,笼 徒梦
×××HOLiC 仲夏夜之梦	×××HOLiC 真夏ノ夜ノ夢	×××HOLiC,仲夏夜之梦
冰菓	氷菓	氷菓,冰菓,冰果,Hyouka
太乙仙魔录之灵飞纪	NULL	NULL
不思议游戏 OVA2 延续篇	ふしぎ遊戯 第二部	不可思议的游戏,梦幻游戏,魔幻游戏,ふしぎ遊戯
正义红师		正义红师
正义红师 粤语版		正义红师
樱花大战 OVA2 轰华绚烂	サクラ大戦 轟華絢爛	樱花大战,轰华绚烂,サクラ大戦 轟華絢爛
萌菌物语	もやしもん	萌菌物语,もやしもん
无敌看板娘	無敵看板娘	
樱花大战 OVA2.5 神崎堇引退纪念	サクラ大戦 神崎すみれ引退記念 す・み・れ	樱花大战,サクラ大戦,神崎堇引退纪念
樱花大战 OVA3 燃烧的巴黎	サクラ大戦 エコール・ド・巴里	樱花大战,サクラ大戦,樱花大战 燃烧的巴黎
樱花大战 OVA4 崭新的巴黎	サクラ大戦 ル・ヌーヴォー・巴里	樱花大战,サクラ大戦,樱花大战 崭新的巴黎
樱花大战 OVA5 纽约	サクラ大戦 ニューヨーク・紐育	樱花大战,サクラ大戦,樱花大战 纽约
樱花大战 剧场版 樱花大战活动写真	サクラ大戦 活動写真	樱花大战,サクラ大戦,樱花大战活动写真
废弃公主	スクラップド・プリンセス	
遥远时空中2 白龙之神子	遙かなる時空の中で2 〜白き龍の神子〜	遥远时空中,遙かなる時空の中で,遥远时空中 白龙之神子
遥远时空中3 红之月	遙かなる時空の中で3 紅の月	遥远时空中,遙かなる時空の中で,遥远时空中 红之月
干物妹！小埋 OVA 小埋、再一次！	干物妹!うまるちゃん OVA「うまるちゃん もう一回!」	干物妹小埋,小埋,干物妹!うまるちゃん
四月是你的谎言 OAD	四月は君の嘘 OAD	
我被绑架到贵族女校当庶民样本 SP		庶民标本,庶民样本,关于我被绑架到大小姐学校当庶民样本,俺がお嬢様学校に「庶民サンプル」としてゲッツされた件
OVERLORD SP	オーバーロード SP	オーバーロード,OVER LORD,不死者之王
异国迷宫的十字路口	異国迷路のクロワーゼ The Animation	异国迷宫的十字路口,異国迷路のクロワーゼ
兽之奏者艾琳	獣の奏者エリン	兽之奏者艾琳,獣の奏者エリン
吃谜少女	NULL	NULL
斩·赤红之瞳！ 爆笑小剧场		斩·赤红之瞳,アカメが斬る!
我的青春恋爱物语果然有问题 第一季 OVA	やはり俺の青春ラブコメはまちがっている。 OVA	Brain's Base,我的青春恋爱物语果然有问题,やはり俺の青春ラブコメはまちがっている
绯弹的亚里亚 第一季 OVA	緋弾のアリア	
鬼灯的冷彻	鬼灯の冷徹	鬼灯の冷徹,鬼灯,鬼灯的冷彻
黑子的篮球 第2期 OVA	黒子のバスケ 第2期 OVA	
黑子的篮球 第3期 OVA	黒子のバスケ 第3期 OVA	黒子のバスケ
夏目友人帐 OVA 曾几何时下雪之日	夏目友人帳 いつかゆきのひに,brain's base	夏目友人帐,夏目友人帳
夏目友人帐 OVA 和猫咪老师的第一次跑腿	夏目友人帳 ニャンコ先生とはじめてのおつかい	夏目友人帐,夏目友人帳,brain's base
赤发白雪姬 OVA 不值一提的宝物、这一页	赤髪の白雪姫 OVA なんでもない宝物、この頁	赤发白雪姬,赤髪の白雪姫,红发的白雪公主
命运石之门 聪明睿智的认知计算	Steins;Gate 聡明叡智のコグニティブ・コンピューティング	命运石之门,シュタインズ・ゲート,Steins Gate,石头门
命运石之门 境界面上的迷失之链	Steins;Gate 境界面上のミッシングリンク	命运石之门,シュタインズ・ゲート,Steins Gate,石头门
在下坂本，有何贵干？	坂本ですが？	NULL
迷家	迷家-マヨイガ-	NULL
三者三叶	三者三葉	NULL
鬼斩	鬼斬	NULL
甘城光辉游乐园 SP 激动人心小剧场	甘城ブリリアントパーク わくわくミニシアター	甘城光辉游乐园,甘城ブリリアントパーク,甘城BRILLIANT PARK
忍者杀手 SE	ニンジャスレイヤー (SE版)	NULL
兔龟 女高网球部外传	うさかめ	NULL
宇宙巡警露露子	宇宙パトロールルル子	NULL
面包带来和平！	パンでPeace！	NULL
Re：从零开始的异世界生活	Re:ゼロから始める異世界生活	NULL
双星之阴阳师	双星の陰陽師	NULL
百武装战记	ハンドレッド	NULL
学战都市Asterisk 第二季	学戦都市アスタリスク 2nd Season	学战都市Asterisk,学戦都市アスタリスク,学战都市 六芒星
Concrete Revolutio 超人幻想 第二季	NULL	NULL
魔笛MAGI 辛巴达的冒险	マギ シンドバッドの冒険	NULL
命运石之门 负荷领域的既视感	Steins;Gate 負荷領域のデジャヴ	命运石之门,シュタインズ・ゲート,Steins Gate,石头门
元气少女缘结神  过去篇	神様はじめました～過去編～	元气少女缘结神,神様はじめました
妄想学生会 OVA	生徒会役員共 OVA	妄想学生会,黄段子学生会,SYD,生徒会役員共
妄想学生会 OAD	生徒会役員共 OAD	
黑塔利亚 Axis Powers 第2期	ヘタリア Axis Powers 第2期	黑塔利亚,HETALIA,ヘタリア,APH
黑塔利亚 World Series 第4期	ヘタリア World Series 第4期	
魔法少女☆伊莉雅 OVA	Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! OAD	Fate/kaleid liner,魔法少女伊莉雅,魔法少女伊利亚,fate,プリズマ☆イリヤ
魔法少女☆伊莉雅 2WEI! OVA	Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! OAD	Fate/kaleid liner,魔法少女伊莉雅,魔法少女伊利亚,fate,プリズマ☆イリヤ
Crane Game Girls	美少女遊戯ユニット クレーンゲール	NULL
黑塔利亚 剧场版 银幕HETALIA Axis Powers Paint it, White	銀幕ヘタリア Axis Powers Paint it, White（白くぬれ!）	黑塔利亚,HETALIA,ヘタリア,APH,白塔利亚
我的朋友很少 OAD	僕は友達が少ない 第0語	我的朋友很少,僕は友達が少ない,邻人部
魔弹之王与战姬 SP 堤格尔君与战姬亲	魔弾の王と戦姫 ティグルくんとヴァナディーちゅ	魔弹之王与战姬,魔弾の王と戦姫
心灵侦探八云	心霊探偵 八雲	心灵侦探八云,心霊探偵 八雲
棺姬嘉依卡 OVA	棺姫のチャイカ OVA	
笨蛋，测验，召唤兽  OVA	バカとテストと召喚獣 〜祭〜	
加速世界 OVA1 银翼的觉醒	アクセル・ワールド -銀翼の覚醒-	
加速世界 OVA2 加速的顶点	アクセル・ワールド -加速の頂点-	
Infinite Stratos	NULL	Infinite Stratos,Infinite Stratos 2,无限斯特拉托斯
问题儿童都来自异世界？ OVA 温泉漫游记	問題児たちが異世界から来るそうですよ?〜温泉漫遊記〜	问题儿童都来自异世界,问题儿童
HELLO!! 黄金拼图	ハロー!!きんいろモザイク	HELLO!! 黄金拼图,黄金拼图
TARI TARI OVA	TARI TARI	
12岁。	NULL	NULL
甲铁城的卡巴内瑞	NULL	NULL
线上游戏的老婆不可能是女生？	NULL	NULL
机动战士敢达独角兽 RE:0096	NULL	敢达独角兽,机动战士敢达独角兽,MOBILE SUIT GUNDAM UNICORN,GUNDAM UC,機動戦士ガンダムUC
任性HighSpec	NULL	NULL
Anne-Happy	NULL	NULL
影鳄 承	影鰐-KAGEWANI-承	影鳄,KAGEWANI,影鰐 第二季,影鳄 承
小马宝莉 第六季	My Little Pony: Friendship Is Magic : S6	小马宝莉 第六季,My Little Pony: Frien
我们大家的河合庄 SP	僕らはみんな河合荘	我们大家的河合庄
勇者大冒险 第二季	NULL	NULL
快递侠外传	NULL	NULL
这样算是僵尸吗？ OVA	これはゾンビですか? OAD	这货是僵尸吗,这个是僵尸吗？ OF THE DEAD,これはゾンビですか? ,魔装少女就是本少爷
钢之炼金术师 FULLMETAL ALCHEMIST SP	鋼の錬金術師 FULLMETAL ALCHEMIST SP	钢之炼金术师,鋼の錬金術師,Fullmetal Alchemist,钢炼,钢炼FA
小桃小栗 Love Love物语	ももくり	NULL
逆转裁判	逆転裁判 その『真実』、異議あり！	
怪盗JOKER 第三季	怪盗ジョーカー シーズン3	怪盗ジョーカー,怪盗Joker
火星异种 REVENGE	テラフォーマーズ リベンジ	NULL
超时空要塞Δ	NULL	NULL
口水封神	NULL	NULL
美妙天堂  第三季	NULL	NULL
代号D机关	ジョーカー・ゲーム	JOKER GAME,鬼牌游戏
无头骑士异闻录×2 承 OVA	デュラララ!!×2 承 私の心は鍋模様	デュラララ!!×2 承 私の心は鍋模様
无头骑士异闻录 x2 转  OVA	デュラララ!!×2 転 お惚気チャカポコ	デュラララ!!×2 転 お惚気チャカポコ
番物语	NULL	NULL
青之驱魔师 剧场版	青の祓魔師 劇場版	青の祓魔師 劇場版,青之驱魔师 剧场版
青之驱魔师 小黑出走记	青の祓魔師 クロの家出	青之驱魔师 OVA,青の祓魔師 クロの家出
苍蓝钢铁的琶音 DC	劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- DC	劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- DC,苍蓝钢铁的琶音 DC
苍蓝钢铁的琶音 Cadenza	劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- Cadenza,苍蓝钢铁的琶音 Cadenza	劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- Cadenz
樱Trick	桜TRICK	樱Trick,桜TRICK
幸运星 OVA	らき☆すた OVA	らき☆すた,幸运星
猫猫日本史	NULL	NULL
飞天小女警 2016	NULL	NULL
黑色残骸	クロムクロ	NULL
幻想嘉年华 EX Season	カーニバル・ファンタズム EX Season	幻想嘉年华,カーニバル・ファンタズム,TAKE MOON,型月,幻想嘉年华 EX
幻想嘉年华 Special Season	カーニバル・ファンタズム Special Season	幻想嘉年华,カーニバル・ファンタズム,TAKE MOON,型月,幻想嘉年华SS
莉露莉露妖精莉露～妖精之门～	リルリルフェアリル～妖精のドア～	NULL
双月之城	NULL	NULL
魔卡少女樱	カードキャプターさくら	魔卡少女樱,百变小樱,初代萌王,百变小樱魔术卡
女神异闻录3 剧场版 #2 Midsummer Knight's Dream	PERSONA3 THE MOVIE #2 Midsummer Knight's Dream	女神异闻录3,PERSONA3,女神异闻录3 剧场版, ペルソナ3
女神异闻录3 剧场版 #3 Falling Down	PERSONA3 THE MOVIE #3 Falling Down	女神异闻录3,PERSONA3,女神异闻录3 剧场版, ペルソナ3
我的女神 OAD	ああっ女神さまっ OAD	我的女神,ああっ女神さまっ,幸运女神,幸運女神
今天开始做魔王 第一季	今日から㋮王!	今天开始做魔王,今日から㋮王!
今天开始做魔王 第三季	今日から㋮王! 第3章	今天开始做魔王 第三季,今日から㋮王! 第3章
文学少女 今日的点心～初恋～	“文学少女”今日のおやつ 〜はつ恋〜	文学少女 今日的点心～初恋～,“文学少女”今日のおやつ 〜は
Candy☆Boy OVA	Candy☆Boy	Candy☆Boy
百变之星 不死鸟传说 - 蕾拉・汉密尔顿物语	カレイドスター Legend of phoenix 〜レイラ・ハミルトン物語〜	百变之星 不死鸟传说,Legend of phoenix
百变之星 妙啊！妙！	カレイドスター ぐっどだよ! ぐぅーっど!	百变之星 Q版,百变之星  妙啊！妙！,
少女们向荒野进发 OVA	少女たちは荒野を目指す OVA	少女たちは荒野を目指す OVA,少女们向荒野进发 OVA
罪恶王冠 失落的圣诞节 an episode of port town	ギルティクラウン ロストクリスマス an episode of port town	罪恶王冠,ギルティクラウン,罪恶王冠 失落的圣诞节
青春之类 OAD	アオハライド OAD	青春之类OAD,アオハライド OAD
AIR 剧场版	Air 劇場版	AIR 剧场版,Air 劇場版
魔法禁书目录 炭	とある魔術の禁書目録たん	
DRAMAtical Murder OVA	DRAMAtical Murder	
绝园的暴风雨	绝园のテンペスト	绝园的暴风雨,绝园のテンペスト
偶像大师 灰姑娘女孩 第一季 OVA	アイドルマスター シンデレラガールズ	
偶像大师 灰姑娘女孩 第二季 OVA	アイドルマスター シンデレラガールズ 2ndシーズン	
天降之物 计时的悲伤女神	劇場版 そらのおとしもの 時計じかけの哀女神	天降之物 计时的悲伤女神, 发条装置之哀女神
零之使魔～三美姬的轮舞～OVA	ゼロの使い魔 ～三美姫の輪舞～OVA	零之使魔三美姬的轮舞,三美姬的轮舞OVA,
寒蝉鸣泣之时 扩	ひぐらしのなく頃に拡〜アウトブレイク〜	寒蝉鸣泣之时 扩
